0384832,'Battlefield Baseball is a tough game--it doesn't end until all the members on the opposing team are dead. In this game the Gedo High team is composed of blue-faced zombies, and their opponents on the Seido High team know they don't have a chance at beating them unless they can bring back a star pitcher who has a lethal pitch called the Super Tornado, but who has hung up his cleats and has no desire to return to the game.              ',
0112040,'On a red eye flight to Boston from LA 10 people wake up to a shock. All the passengers and crew have vanished. When they try to contact the ground they make no connections. They land the plane only to discover that things haven't changed. But its like the world is dead. No one is there, the air is still, sound doesn't echo, the food is tasteless. And a distant sound is heard coming closer. A race of monstrous beings bent on their destruction is heading for them, eating everything in sight.              ',
0085271,'Brilliant researchers Lillian Reynolds and Michael Brace have developed a system of recording and playing back actual experiences of people. Once the capability of tapping into "higher brain functions" is added in, and you can literally jump into someone else's head and play back recordings of what he or she was thinking, feeling, seeing, etc., at the time of the recording, the applications for the project quickly spiral out of control. While Michael Brace uses the system to become close again to Karen Brace, his estranged wife who also works on the project, others start abusing it for intense sexual experiences and other logical but morally questionable purposes. The government tries to kick Michael and Lillian off the project once the vast military potential of the technology is discovered. It soon becomes obvious that the government is interested in more than just missile guidance systems. The lab starts producing mind torture recordings and other psychosis inducing material. When one of the researchers dies and tapes the experience of death, Michael is convinced that he must playback this tape to honor the memory of the researcher and to become enlightened. When another researcher dies during playback the tape is locked away and Michael has to fight against his former colleagues and the government lackeys that now run his lab in order to play back and confront the "scariest thing any of us will ever face" - death itself.              ',
0068309,'Based on "Sister of the Road," the fictionalized autobiography of radical and transient Bertha Thompson as written by physician Dr. Ben L. Reitman, 'Boxcar' Bertha Thompson, a woman labor organizer in Arkansas during the violence-filled Depression of the early '30's meets up with rabble-rousing union man 'Big' Bill Shelly and they team up to fight the corrupt railroad establishment and she is eventually sucked into a life of crime with him.              ',
0119792,'The family of Raymond, his wife Val and her brother Billy live in working-class London district. Also in their family is Val and Billy's mother Janet and grandmother Kath. Billy is a drug addict and Raymond kicks him out of the house, making him live on his own. Raymond is generally a rough and even violent person, and that leads to problems in the life of the family.              ',
0093075,'Two young boys accidentally release a horde of nasty, pint-sized demons from a hole in a suburban backyard. What follows is a classic battle between good and evil as the two kids struggle to overcome a nightmarish hell that literally begins to take over the Earth.              ',
0112039,'Mike Land is a disgruntled ex-Los Angeles police officer who moves to a Mexican resort to work as a private investigator. With beautiful scenery as a backdrop, attractive Courtney is his boss and he occasionally enlists his buddies Willis and Dave in his cases.              ',
0089283,'Noel Holcroft is a foreign-born American citizen working in New York as an architect. In Geneva he meets with a respected Swiss banker who tells him he has been designated to be executor of a huge 4 1/2 billion dollar trust fund designed to make reparations for the war crimes of the Nazis. Holcroft's father, who committed suicide in 1945, was a key Hitler financial advisor who became conscience-stricken about German war atrocities, turned against the Fuehrer, and covertly diverted Nazi funds to a secret Swiss account. Under the terms of the covenant Holcroft must locate the sons of his father's two associates so they can jointly activate their fathers' account. They battle the sinister forces seem to be trying to prevent them from signing the document as it is believed that it will be used to establish a Fourth Reich.              ',
1038011,'Successful writer and scholar Jonathan Merrick falls under the spell of the irresistible, bewitchingly beautiful Ligeia. She's fighting a fatal illness and she will stop at nothing to defeat death, her one true enemy. She steals other people's souls and on her quest to immortality she tricks Jonathan into supporting her work, breaking him apart from his fiancé Rowena and pulling him into her dark, mysterious world. They settle down in an old manor by the Black Sea where Ligeia's everlasting presence slowly drives Jonathan to madness...              ',
0068555,'Seven segments related to one another only in that they all purport to be based on sections of the book by David Reuben. The segments range from "Do Aphrodisiacs Work?" in which a court jester gives an aphrodisiac to the Queen and is, in the end, beheaded to "What Happens During Ejaculation?" in which we watch 'control central' during a successful seduction.              ',
2908228,'In Equestria, the newly crowned Princess Twilight Sparkle is still trying to adjust to her new status and wings. However, Sunset Shimmer a renegade former student of Princess Celestia, steals her magic crown and escapes to another world. Twilight is charged with recovering the crown and she and her companion, Spike, pursue the thief. Crossing over, Twilight finds that she has been changed into a powerless human in a high school world populated with teenage human counterparts of her friends. To save both worlds, Twilight must rediscover the magic of friendship that transcends everything she imagined possible.              ',
0739361,'The Monarch finds himself on trial for a murder, but it soon becomes clear that the "Guild of Calamitous Intent" may be behind the whole thing.        ',
2015381,'After stealing a mysterious orb in the far reaches of outer space, Peter Quill from Earth, is now the main target of a manhunt led by the villain known as Ronan the Accuser. To help fight Ronan and his team and save the galaxy from his power, Quill creates a team of space heroes known as the "Guardians of the Galaxy" to save the world.              ',
